#{"t_start": 1751999596.7623076, "env_id": "None"}
r,l,t
32.282946,38,191.140325
32.059701,33,191.317865
35.545802,28,191.476021
33.261719,30,191.632765
32.697674,33,191.806636
-35.72,29,191.959788
35.679181,28,192.11179
38.485401,22,192.226779
37.585663,29,192.395984
41.869403,17,192.487446
-41.52,33,192.684576
35.704918,30,192.866744
35.129496,34,193.079642
40.856049,24,193.220423
-32.53,26,193.362332
-32.13,31,193.529086
32.030888,30,193.696223
-38.12,38,193.908337
36.0,29,194.07068
-38.57,26,194.227454
35.662162,30,194.395614
34.592923,30,194.552672
35.749064,25,194.687847
-32.84,36,194.880026
38.586207,29,195.046513
-32.09,30,195.216598
35.81893,33,195.420236
38.277778,27,195.570706
32.199219,34,195.760972
-32.13,30,195.922843
-32.46,26,196.069165
-33.0,38,196.270261
32.511029,36,196.477272
32.714765,43,196.725959
35.385666,31,196.899677
-35.91,26,197.046906
33.0,25,197.18909
32.586207,25,197.332326
35.330472,28,197.482006
38.711679,25,197.618457
38.145522,40,197.848029
-32.01,50,198.097555
-35.36,40,198.340405
38.309609,20,198.458326
33.0,62,198.817141
35.025455,27,198.96013
-32.07,33,199.139389
-35.21,31,199.310167
33.0,29,199.459064
33.0,30,199.620528
-32.44,27,199.786578
32.905303,38,199.998321
-35.33,26,200.12745
32.784173,27,200.274856
36.0,21,200.393482
32.333333,37,200.589999
37.839685,33,200.761806
35.306818,36,200.954947
41.161137,22,201.076192
-35.21,60,201.407001
42.0,28,201.561456
41.902439,18,201.662168
36.0,37,201.860644
-38.16,30,202.029429
39.0,47,202.269483
35.848375,29,202.424781
-33.0,38,202.627554
38.393939,26,202.769295
-38.3,27,202.913978
41.778182,19,203.02064
35.306667,32,203.181074
38.088889,39,203.395166
35.046667,28,203.551564
41.183521,33,203.738512
39.0,35,205.217362
-35.32,27,205.358786
33.0,46,205.594917
33.0,28,205.744248
-35.11,30,205.905395
33.0,23,206.026918
-32.83,25,206.155636
37.497396,29,206.318252
32.350168,41,206.530543
33.0,36,206.715937
-35.1,43,206.949375
-32.64,32,207.119324
35.871486,30,207.276873
35.453875,25,207.412184
-35.13,30,207.579357
38.900524,26,207.718548
-33.0,31,207.882137
44.465986,21,207.997786
41.666667,21,208.117015
40.427237,20,208.194122
38.198718,22,208.303771
34.910653,45,208.529797
47.400685,19,208.633187
-38.26,32,208.796743
38.706349,27,208.93705
35.397112,26,209.075404
32.346939,33,209.253792
-35.66,27,209.420854
41.255245,22,209.545274
-36.0,23,209.672786
-32.39,28,209.826186
-32.72,43,210.048599
41.566667,23,210.174434
41.222997,26,210.316375
-32.29,35,210.498528
35.545775,25,210.642828
-32.38,21,210.756507
32.782222,27,210.89431
36.0,32,211.057926
