#{"t_start": 1751995681.3576336, "env_id": "None"}
r,l,t
41.754167,29,207.478355
42.0,29,207.624474
44.556818,26,207.760988
38.285714,25,207.885991
44.848875,19,208.0014
33.0,43,208.229093
38.808664,25,208.361666
38.683761,43,208.595137
34.928911,83,209.049582
43.876271,39,209.266378
35.43346,57,209.579053
41.755627,26,209.71723
41.474747,34,209.900659
41.869427,29,210.048984
33.0,39,210.248782
38.368421,40,210.463744
41.743697,41,210.670972
38.050909,28,210.822767
42.0,25,210.96321
38.209125,36,211.157762
41.260745,30,211.319971
33.0,35,211.506867
42.0,29,211.650325
35.793367,37,211.848573
33.0,65,212.181506
47.283333,19,212.278678
44.007491,24,212.407895
39.0,30,212.57141
35.72381,44,212.808293
41.80137,33,212.995596
45.0,34,213.178938
44.518519,34,213.353831
44.744094,30,213.507861
40.826784,40,213.717369
38.111111,50,213.984262
46.426339,30,214.151342
42.0,28,214.303874
43.82396,30,214.461289
41.868132,24,214.59479
41.393365,27,214.738702
44.147887,19,214.843655
35.516556,96,215.345477
42.0,27,215.489957
38.5625,25,215.621032
36.0,35,215.792054
36.0,32,215.952224
44.189651,33,216.122545
38.902439,55,216.40228
37.431744,73,216.795104
44.227488,29,216.95411
38.471903,41,217.156391
38.022388,29,217.304803
43.627826,61,217.598243
39.0,26,217.726866
45.0,65,218.08534
42.0,25,218.221048
39.0,40,218.428309
41.512195,33,218.608003
42.0,39,218.827856
41.705882,32,218.999021
41.915385,26,219.137061
44.665414,21,219.246463
35.512195,34,219.43266
35.488095,42,219.67253
41.830258,38,219.85587
32.552699,37,220.043331
44.043636,28,220.185007
42.0,75,220.57859
41.344569,23,220.706739
45.0,25,220.839932
38.912568,35,221.033685
46.934105,26,221.189301
38.122605,34,221.373358
41.548182,34,221.558388
44.152091,28,221.716022
47.362874,28,221.877539
47.676692,26,222.02758
42.0,30,222.186718
44.625,31,222.357729
38.376984,23,222.479953
41.746988,44,222.726958
38.292776,29,222.884255
47.323194,19,222.986967
41.980989,97,223.503108
41.637631,32,223.663268
38.336601,29,223.815307
41.568562,27,223.962425
35.518519,33,224.133364
41.410579,58,224.44607
35.901235,34,224.626463
38.715909,39,224.830467
41.285714,44,225.062389
38.214925,39,225.266246
41.649907,37,225.45402
36.0,36,225.642363
35.029801,31,225.802294
44.445483,56,226.083915
41.49226,46,226.326625
41.341727,36,226.524572
38.351429,29,226.676055
38.590909,26,226.814005
41.093294,25,226.94524
38.074803,36,227.142429
35.890625,58,227.463958
41.136045,30,227.611614
47.020079,33,227.800168
41.004016,34,227.967353
36.0,59,228.261061
38.8,42,228.478261
47.8,28,228.638348
35.70632,41,228.85552
44.203008,19,228.963637
38.591166,30,229.118225
41.885906,31,229.275181
38.53656,65,229.63372
