#{"t_start": 1751997495.6146967, "env_id": "None"}
r,l,t
-41.56,24,215.100111
-32.45,37,215.272342
-42.0,28,215.407638
-32.18,39,215.592973
33.0,29,215.735276
35.338279,38,215.92518
-38.31,22,216.029768
-32.25,67,216.352332
32.217241,113,216.870714
-33.0,50,217.097032
-35.12,32,217.25397
32.445545,32,217.982068
-38.63,35,218.143374
-33.0,41,218.333727
44.023166,32,218.489227
-32.82,37,218.656427
-35.78,39,218.839371
-32.68,36,219.00895
-44.2,14,219.078095
-38.19,24,219.190914
-47.86,17,219.268419
38.150376,38,219.451396
-36.0,43,219.661058
-32.25,36,219.829883
34.376813,104,220.328444
-41.8,34,220.49115
-38.14,26,220.62323
32.22069,40,220.812287
-32.78,39,220.994797
34.893333,46,221.203643
-38.17,66,221.533407
-35.23,44,221.742221
35.470588,36,221.908385
-38.71,23,222.018326
-41.1,21,222.138206
-32.15,26,222.259313
33.0,46,222.466706
-36.0,34,222.615132
-36.0,28,222.743166
38.232866,34,222.890481
35.595016,31,223.04788
-38.42,31,223.1886
35.155844,30,223.334556
35.210909,30,223.47198
35.36292,37,223.636174
-33.0,27,223.754617
-38.06,53,223.996429
-35.77,54,224.263479
-38.61,57,224.544666
-41.51,21,224.650007
-32.83,54,224.939176
-38.34,29,225.091546
38.410853,30,225.238738
-36.0,43,225.447016
-32.83,30,225.587814
-44.88,18,225.676483
-35.49,36,225.842037
-41.37,43,226.071729
35.029801,38,226.268068
-35.76,31,226.429389
