#{"t_start": 1751263735.6251817, "env_id": "None"}
r,l,t
43.058872,47,425.617281
32.614865,56,426.48403
35.261194,46,427.195257
-38.38,105,428.745758
44.193609,37,429.360928
37.503467,36,429.944509
32.640741,59,430.864951
34.495065,61,431.805386
-35.4,46,432.549234
32.588235,68,433.620891
-30.0,50,434.386013
32.272358,74,435.534259
35.074074,30,436.054852
38.903361,34,436.612332
37.925359,31,437.121748
40.637226,66,438.13096
35.52,56,439.012066
37.044989,64,439.997394
35.888889,128,441.902649
-32.85,50,442.695112
-32.81,43,443.435212
32.845283,54,444.271854
40.741017,51,445.085654
38.718876,47,445.897319
32.876866,50,446.702983
32.61194,65,447.776239
35.343558,45,448.747557
-32.62,48,449.614977
35.765799,50,450.421981
-32.46,52,451.325613
38.372335,39,452.002822
38.080292,67,453.141803
35.586538,50,454.138932
-36.99,37,454.892257
37.295687,53,455.929076
37.48307,48,456.860195
37.600791,67,458.359952
-43.45,28,458.870885
43.564365,28,459.363871
34.549843,71,460.415322
37.827443,40,461.067512
39.596982,62,461.995522
41.329194,27,462.464142
-39.92,49,463.232492
-34.96,85,464.50787
36.0,37,465.113277
32.076655,66,466.147553
40.669678,57,467.041538
-32.04,64,467.989048
-34.86,51,469.006973
40.56372,47,469.740454
40.047403,63,470.916723
40.130367,46,471.657487
35.841509,61,472.687876
32.106452,49,473.500889
35.825623,110,475.611992
32.795539,59,476.717199
-32.8,43,477.443935
-32.11,47,478.238785
-33.0,105,479.873941
42.590346,48,480.644953
35.386364,47,481.391076
-37.35,34,481.95564
38.831063,34,482.551674
38.200464,32,483.093781
42.600583,34,483.664736
34.558445,56,484.542402
32.813492,87,485.93173
32.201923,95,487.404816
35.257692,68,488.460781
32.114068,37,489.07561
37.7635,45,489.789335
45.853071,32,490.337839
37.093255,70,491.46112
33.0,51,492.264685
-38.17,45,493.012606
-30.0,47,493.755083
35.312268,43,494.437521
41.860127,29,494.956468
37.801811,51,495.778963
32.317269,70,496.866234
38.024563,77,498.016442
-32.65,69,499.093857
39.873154,40,499.741635
40.881455,33,500.294026
35.655556,58,501.221391
43.931092,23,501.627316
43.027971,35,502.205985
40.550935,33,502.756317
-33.0,38,503.368281
37.968388,39,504.020047
41.398974,33,504.551039
32.511719,94,505.984191
40.458291,47,506.748965
40.558559,44,507.462442
35.805556,50,508.248732
-32.75,71,509.378443
32.31295,64,510.365462
41.112972,57,511.267145
-32.32,41,511.940184
32.125874,75,513.092896
-32.01,90,514.428946
32.326389,53,515.25771
-32.44,53,516.094279
37.626482,56,516.967634
38.524267,67,517.988163
-32.52,59,518.892648
38.226519,49,519.67579
45.112474,33,520.231078
32.535433,70,521.317752
38.408323,49,522.107686
34.89344,58,523.018937
-32.94,48,523.778541
35.556667,109,525.452742
38.226562,47,526.19888
43.917269,48,526.968979
40.477653,74,528.117759
-32.69,54,528.961303
35.151563,69,530.030568
38.203636,38,530.645875
-35.0,73,531.75835
43.950355,36,532.404548
-37.15,57,533.307454
43.87286,49,534.087759
37.811244,63,535.382948
-32.63,63,536.561382
34.936244,59,537.483322
42.594081,59,538.420911
34.818651,56,539.316766
32.641026,102,540.851845
44.015603,46,541.588069
-32.23,52,542.412311
